Umur,Jenis Kelamin,Jam per Minggu,Gaji
71,Perempuan,6.0,<=7jt
49,Laki2,50.0,>7jt
60,Laki2,70.0,<=7jt
19,Perempuan,25.0,<=7jt
21,Perempuan,20.0,<=7jt
48,Laki2,40.0,<=7jt
34,Laki2,40.0,<=7jt
54,Perempuan,40.0,<=7jt
19,Perempuan,35.0,<=7jt
30,Perempuan,40.0,<=7jt
62,Laki2,40.0,<=7jt
21,Laki2,30.0,<=7jt
22,Laki2,20.0,<=7jt
22,Perempuan,30.0,<=7jt
46,Laki2,60.0,>7jt
55,Laki2,40.0,>7jt
39,Laki2,60.0,>7jt
46,Laki2,35.0,<=7jt
45,Perempuan,43.0,<=7jt
42,Laki2,40.0,>7jt
35,Perempuan,40.0,>7jt
53,Laki2,40.0,>7jt
51,Laki2,60.0,>7jt
24,Perempuan,40.0,<=7jt
64,Laki2,40.0,<=7jt
52,Perempuan,40.0,<=7jt
20,Laki2,16.0,<=7jt
40,Laki2,40.0,<=7jt
60,Laki2,40.0,<=7jt
90,Laki2,10.0,<=7jt
62,Laki2,40.0,<=7jt
56,Laki2,40.0,<=7jt
32,Perempuan,38.0,>7jt
41,Laki2,55.0,>7jt
40,Laki2,65.0,>7jt
52,Perempuan,60.0,<=7jt
53,Laki2,40.0,<=7jt
24,Perempuan,40.0,<=7jt
32,Laki2,45.0,<=7jt
42,Laki2,50.0,>7jt
51,Perempuan,35.0,<=7jt
43,Laki2,25.0,>7jt
33,Perempuan,40.0,<=7jt
38,Laki2,45.0,>7jt
64,Laki2,40.0,<=7jt
54,Laki2,50.0,>7jt
27,Laki2,40.0,<=7jt
45,Laki2,40.0,<=7jt
26,Laki2,40.0,<=7jt
41,Laki2,45.0,<=7jt
31,Laki2,60.0,<=7jt
18,Laki2,20.0,<=7jt
42,Laki2,40.0,<=7jt
39,Laki2,40.0,>7jt
17,Perempuan,32.0,<=7jt
39,Perempuan,50.0,<=7jt
44,Perempuan,40.0,>7jt
49,Laki2,50.0,>7jt
36,Perempuan,40.0,>7jt
50,Laki2,40.0,>7jt
22,Laki2,60.0,<=7jt
36,Laki2,40.0,<=7jt
54,Perempuan,15.0,<=7jt
18,Laki2,25.0,<=7jt
31,Laki2,40.0,<=7jt
24,Perempuan,40.0,<=7jt
38,Laki2,40.0,<=7jt
55,Laki2,32.0,<=7jt
17,Perempuan,12.0,<=7jt
30,Laki2,40.0,<=7jt
45,Laki2,84.0,<=7jt
25,Laki2,25.0,<=7jt
38,Laki2,50.0,<=7jt
30,Laki2,70.0,<=7jt
19,Laki2,30.0,<=7jt
27,Laki2,50.0,<=7jt
36,Perempuan,20.0,<=7jt
44,Perempuan,38.0,<=7jt
45,Laki2,40.0,<=7jt
26,Perempuan,35.0,<=7jt
20,Perempuan,20.0,<=7jt
20,Perempuan,25.0,<=7jt
42,Perempuan,40.0,<=7jt
26,Laki2,55.0,>7jt
33,Laki2,40.0,<=7jt
51,Laki2,45.0,<=7jt
26,Perempuan,40.0,<=7jt
61,Perempuan,40.0,<=7jt
48,Laki2,45.0,<=7jt
40,Perempuan,40.0,<=7jt
52,Laki2,40.0,<=7jt
22,Laki2,20.0,<=7jt
28,Perempuan,40.0,<=7jt
48,Laki2,40.0,>7jt
28,Perempuan,40.0,<=7jt
32,Laki2,32.0,<=7jt
38,Laki2,40.0,<=7jt
47,Laki2,50.0,<=7jt
55,Laki2,40.0,>7jt
23,Perempuan,35.0,<=7jt
44,Perempuan,45.0,<=7jt
32,Perempuan,38.0,<=7jt
30,Laki2,40.0,<=7jt
18,Perempuan,32.0,<=7jt
48,Laki2,48.0,<=7jt
35,Perempuan,38.0,<=7jt
46,Perempuan,38.0,<=7jt
69,Perempuan,15.0,<=7jt
23,Perempuan,40.0,<=7jt
22,Perempuan,30.0,<=7jt
57,Laki2,60.0,>7jt
40,Perempuan,70.0,<=7jt
72,Perempuan,40.0,<=7jt
22,Laki2,40.0,<=7jt
48,Laki2,40.0,<=7jt
19,Perempuan,15.0,<=7jt
19,Laki2,40.0,<=7jt
19,Perempuan,16.0,<=7jt
41,Laki2,50.0,<=7jt
55,Laki2,40.0,>7jt
48,Laki2,40.0,<=7jt
17,Perempuan,12.0,<=7jt
36,Laki2,40.0,<=7jt
54,Laki2,44.0,<=7jt
37,Laki2,44.0,>7jt
46,Perempuan,40.0,<=7jt
64,Laki2,60.0,>7jt
45,Laki2,72.0,>7jt
43,Perempuan,50.0,<=7jt
47,Perempuan,40.0,>7jt
27,Perempuan,40.0,<=7jt
41,Laki2,40.0,<=7jt
51,Laki2,45.0,>7jt
32,Perempuan,40.0,<=7jt
32,Laki2,90.0,<=7jt
51,Laki2,50.0,<=7jt
22,Perempuan,35.0,<=7jt
46,Perempuan,40.0,<=7jt
32,Perempuan,40.0,<=7jt
72,Perempuan,35.0,<=7jt
39,Perempuan,45.0,<=7jt
33,Laki2,35.0,<=7jt
48,Laki2,40.0,>7jt
30,Laki2,66.0,<=7jt
58,Laki2,40.0,>7jt
64,Laki2,48.0,<=7jt
38,Laki2,45.0,<=7jt
49,Laki2,45.0,<=7jt
55,Laki2,40.0,>7jt
28,Laki2,40.0,<=7jt
17,Laki2,18.0,<=7jt
36,Perempuan,40.0,<=7jt
50,Perempuan,45.0,<=7jt
47,Laki2,40.0,<=7jt
28,Laki2,45.0,<=7jt
54,Laki2,40.0,>7jt
37,Laki2,48.0,<=7jt
29,Laki2,40.0,<=7jt
26,Perempuan,50.0,<=7jt
50,Laki2,45.0,>7jt
44,Laki2,45.0,>7jt
30,Laki2,40.0,<=7jt
30,Perempuan,25.0,<=7jt
35,Laki2,40.0,<=7jt
40,Laki2,65.0,>7jt
24,Perempuan,44.0,<=7jt
33,Laki2,40.0,<=7jt
26,Perempuan,48.0,<=7jt
42,Laki2,40.0,>7jt
53,Perempuan,38.0,<=7jt
32,Laki2,55.0,<=7jt
35,Laki2,40.0,<=7jt
18,Perempuan,28.0,<=7jt
22,Laki2,10.0,<=7jt
34,Perempuan,35.0,<=7jt
45,Perempuan,30.0,<=7jt
61,Laki2,40.0,>7jt
56,Laki2,90.0,<=7jt
30,Laki2,50.0,<=7jt
36,Laki2,40.0,>7jt
28,Laki2,40.0,<=7jt
42,Laki2,39.0,<=7jt
20,Laki2,48.0,<=7jt
33,Laki2,40.0,<=7jt
27,Perempuan,40.0,<=7jt
26,Laki2,25.0,<=7jt
22,Perempuan,4.0,<=7jt
47,Laki2,50.0,<=7jt
64,Laki2,70.0,<=7jt
35,Laki2,50.0,<=7jt
37,Perempuan,13.0,>7jt
40,Perempuan,35.0,<=7jt
38,Laki2,50.0,>7jt
32,Laki2,42.0,<=7jt
41,Perempuan,40.0,<=7jt
44,Laki2,40.0,>7jt
22,Perempuan,10.0,<=7jt
54,Laki2,40.0,>7jt
20,Laki2,60.0,<=7jt
35,Laki2,40.0,<=7jt
19,Laki2,30.0,<=7jt
22,Perempuan,40.0,<=7jt
26,Perempuan,40.0,<=7jt
41,Laki2,45.0,<=7jt
34,Laki2,18.0,<=7jt
31,Perempuan,40.0,<=7jt
62,Laki2,60.0,<=7jt
33,Laki2,40.0,<=7jt
44,Perempuan,25.0,<=7jt
41,Perempuan,38.0,<=7jt
45,Laki2,40.0,>7jt
61,Laki2,20.0,<=7jt
31,Laki2,40.0,<=7jt
57,Laki2,40.0,<=7jt
21,Laki2,40.0,<=7jt
61,Laki2,40.0,>7jt
54,Laki2,60.0,>7jt
35,Perempuan,60.0,<=7jt
35,Laki2,40.0,<=7jt
39,Laki2,60.0,<=7jt
38,Perempuan,40.0,<=7jt
46,Laki2,40.0,>7jt
19,Laki2,40.0,<=7jt
43,Laki2,40.0,<=7jt
52,Laki2,40.0,<=7jt
36,Laki2,50.0,>7jt
44,Perempuan,38.0,<=7jt
24,Laki2,40.0,<=7jt
39,Laki2,40.0,>7jt
46,Laki2,40.0,<=7jt
42,Laki2,43.0,>7jt
44,Perempuan,40.0,<=7jt
43,Perempuan,40.0,<=7jt
37,Laki2,50.0,>7jt
26,Perempuan,48.0,<=7jt
45,Perempuan,40.0,<=7jt
24,Laki2,40.0,<=7jt
62,Perempuan,38.0,<=7jt
57,Perempuan,62.0,<=7jt
42,Laki2,40.0,<=7jt
46,Laki2,40.0,<=7jt
36,Laki2,50.0,>7jt
45,Perempuan,46.0,<=7jt
43,Laki2,99.0,<=7jt
35,Laki2,70.0,<=7jt
33,Laki2,40.0,>7jt
48,Laki2,40.0,>7jt
49,Laki2,40.0,>7jt
85,Perempuan,50.0,<=7jt
48,Laki2,40.0,<=7jt
42,Laki2,25.0,<=7jt
50,Laki2,40.0,<=7jt
59,Laki2,8.0,>7jt
26,Laki2,60.0,>7jt
30,Perempuan,24.0,<=7jt
43,Laki2,40.0,>7jt
25,Laki2,20.0,<=7jt
54,Laki2,40.0,<=7jt
27,Laki2,45.0,<=7jt
49,Laki2,40.0,>7jt
39,Laki2,60.0,>7jt
31,Laki2,55.0,<=7jt
18,Laki2,25.0,<=7jt
49,Laki2,40.0,>7jt
58,Perempuan,40.0,<=7jt
53,Laki2,45.0,<=7jt
27,Laki2,40.0,<=7jt
39,Laki2,40.0,<=7jt
22,Laki2,30.0,<=7jt
33,Laki2,40.0,>7jt
17,Perempuan,40.0,<=7jt
38,Perempuan,52.0,<=7jt
61,Laki2,40.0,>7jt
30,Laki2,45.0,<=7jt
22,Perempuan,25.0,<=7jt
43,Laki2,40.0,>7jt
46,Laki2,46.0,>7jt
50,Laki2,45.0,>7jt
41,Laki2,55.0,<=7jt
22,Laki2,40.0,<=7jt
28,Laki2,70.0,<=7jt
40,Perempuan,40.0,<=7jt
45,Perempuan,40.0,<=7jt
61,Laki2,40.0,<=7jt
46,Perempuan,50.0,>7jt
45,Laki2,50.0,>7jt
42,Laki2,55.0,>7jt
19,Laki2,30.0,<=7jt
18,Laki2,15.0,<=7jt
35,Laki2,40.0,>7jt
23,Laki2,60.0,<=7jt
53,Laki2,60.0,<=7jt
52,Laki2,50.0,<=7jt
31,Laki2,25.0,<=7jt
67,Perempuan,20.0,<=7jt
27,Laki2,50.0,<=7jt
48,Laki2,40.0,<=7jt
33,Laki2,50.0,<=7jt
37,Laki2,25.0,<=7jt
29,Laki2,40.0,<=7jt
26,Laki2,40.0,<=7jt
53,Perempuan,50.0,>7jt
31,Laki2,45.0,<=7jt
36,Perempuan,40.0,<=7jt
35,Laki2,40.0,<=7jt
47,Laki2,12.0,<=7jt
20,Perempuan,40.0,<=7jt
38,Perempuan,40.0,<=7jt
30,Perempuan,40.0,>7jt
70,Perempuan,30.0,<=7jt
30,Perempuan,40.0,<=7jt
25,Perempuan,15.0,<=7jt
35,Laki2,50.0,<=7jt
55,Perempuan,40.0,<=7jt
52,Laki2,65.0,>7jt
27,Laki2,10.0,<=7jt
34,Laki2,40.0,<=7jt
19,Perempuan,15.0,<=7jt
61,Laki2,40.0,<=7jt
26,Laki2,35.0,<=7jt
30,Perempuan,40.0,>7jt
70,Laki2,80.0,<=7jt
19,Perempuan,40.0,<=7jt
25,Laki2,45.0,<=7jt
21,Laki2,30.0,<=7jt
45,Laki2,40.0,<=7jt
63,Laki2,35.0,>7jt
67,Laki2,60.0,>7jt
41,Laki2,30.0,<=7jt
38,Laki2,60.0,<=7jt
45,Laki2,40.0,<=7jt
56,Laki2,40.0,<=7jt
34,Laki2,45.0,<=7jt
18,Laki2,12.0,<=7jt
48,Perempuan,44.0,<=7jt
44,Laki2,40.0,>7jt
48,Laki2,40.0,<=7jt
35,Perempuan,40.0,>7jt
34,Perempuan,35.0,>7jt
61,Perempuan,40.0,>7jt
18,Perempuan,38.0,<=7jt
45,Perempuan,40.0,<=7jt
19,Laki2,20.0,<=7jt
33,Laki2,40.0,<=7jt
39,Perempuan,40.0,<=7jt
26,Laki2,50.0,<=7jt
43,Laki2,50.0,<=7jt
25,Laki2,40.0,<=7jt
24,Perempuan,40.0,<=7jt
38,Laki2,40.0,<=7jt
26,Laki2,40.0,<=7jt
52,Laki2,40.0,>7jt
37,Laki2,50.0,>7jt
42,Laki2,24.0,<=7jt
30,Perempuan,35.0,<=7jt
19,Perempuan,30.0,<=7jt
22,Perempuan,16.0,<=7jt
23,Laki2,80.0,<=7jt
20,Perempuan,40.0,<=7jt
58,Laki2,39.0,>7jt
27,Laki2,35.0,<=7jt
47,Perempuan,4.0,<=7jt
52,Perempuan,27.0,<=7jt
69,Perempuan,20.0,<=7jt
34,Laki2,40.0,<=7jt
43,Laki2,40.0,<=7jt
25,Perempuan,30.0,<=7jt
31,Perempuan,40.0,<=7jt
30,Laki2,35.0,<=7jt
33,Perempuan,40.0,<=7jt
69,Perempuan,40.0,<=7jt
25,Laki2,38.0,<=7jt
35,Perempuan,38.0,<=7jt
34,Laki2,40.0,<=7jt
45,Perempuan,40.0,<=7jt
37,Laki2,35.0,<=7jt
31,Perempuan,20.0,<=7jt
22,Perempuan,35.0,<=7jt
27,Laki2,40.0,<=7jt
17,Laki2,20.0,<=7jt
40,Laki2,60.0,<=7jt
38,Laki2,40.0,>7jt
24,Perempuan,40.0,<=7jt
23,Laki2,53.0,<=7jt
29,Laki2,52.0,<=7jt
42,Perempuan,38.0,>7jt
29,Laki2,60.0,<=7jt
61,Laki2,2.0,>7jt
33,Laki2,40.0,<=7jt
22,Laki2,35.0,<=7jt
27,Laki2,60.0,>7jt
52,Laki2,40.0,>7jt
34,Laki2,40.0,<=7jt
47,Laki2,55.0,>7jt
23,Perempuan,15.0,<=7jt
45,Perempuan,40.0,<=7jt
28,Laki2,40.0,<=7jt
18,Perempuan,20.0,<=7jt
45,Perempuan,50.0,<=7jt
37,Laki2,12.0,<=7jt
29,Perempuan,40.0,<=7jt
20,Perempuan,30.0,<=7jt
65,Perempuan,20.0,<=7jt
20,Perempuan,40.0,<=7jt
41,Perempuan,40.0,<=7jt
31,Laki2,41.0,>7jt
28,Laki2,40.0,<=7jt
25,Laki2,35.0,<=7jt
57,Laki2,40.0,>7jt
22,Laki2,55.0,<=7jt
36,Laki2,40.0,<=7jt
34,Perempuan,35.0,<=7jt
48,Laki2,55.0,>7jt
43,Laki2,40.0,>7jt
19,Laki2,20.0,<=7jt
42,Perempuan,60.0,<=7jt
31,Perempuan,43.0,<=7jt
43,Perempuan,43.0,>7jt
29,Perempuan,50.0,>7jt
27,Laki2,40.0,<=7jt
17,Perempuan,20.0,<=7jt
45,Perempuan,40.0,<=7jt
24,Perempuan,58.0,<=7jt
69,Laki2,40.0,>7jt
41,Laki2,40.0,<=7jt
45,Perempuan,40.0,<=7jt
57,Laki2,40.0,<=7jt
32,Laki2,45.0,<=7jt
43,Laki2,50.0,>7jt
28,Laki2,45.0,>7jt
54,Laki2,40.0,>7jt
20,Perempuan,24.0,<=7jt
31,Laki2,40.0,>7jt
51,Laki2,40.0,>7jt
50,Perempuan,40.0,<=7jt
46,Laki2,20.0,<=7jt
28,Laki2,40.0,<=7jt
29,Laki2,55.0,<=7jt
37,Laki2,40.0,>7jt
27,Perempuan,50.0,>7jt
56,Perempuan,40.0,<=7jt
29,Laki2,48.0,<=7jt
52,Perempuan,60.0,>7jt
41,Laki2,40.0,<=7jt
54,Laki2,45.0,>7jt
31,Laki2,40.0,<=7jt
33,Perempuan,40.0,<=7jt
27,Laki2,46.0,<=7jt
46,Laki2,60.0,>7jt
54,Laki2,40.0,>7jt
47,Perempuan,40.0,<=7jt
37,Perempuan,40.0,<=7jt
52,Perempuan,72.0,<=7jt
21,Perempuan,10.0,<=7jt
45,Laki2,40.0,<=7jt
29,Laki2,40.0,<=7jt
28,Laki2,60.0,<=7jt
40,Laki2,40.0,<=7jt
55,Perempuan,40.0,<=7jt
31,Laki2,40.0,<=7jt
34,Perempuan,45.0,>7jt
34,Perempuan,30.0,<=7jt
63,Laki2,40.0,<=7jt
24,Laki2,30.0,<=7jt
38,Laki2,45.0,<=7jt
25,Laki2,45.0,<=7jt
48,Laki2,40.0,<=7jt
27,Perempuan,24.0,>7jt
71,Laki2,70.0,<=7jt
41,Laki2,40.0,<=7jt
21,Perempuan,30.0,<=7jt
39,Laki2,45.0,<=7jt
37,Perempuan,40.0,<=7jt
30,Laki2,40.0,>7jt
33,Laki2,40.0,<=7jt
60,Laki2,44.0,<=7jt
50,Laki2,44.0,<=7jt
30,Perempuan,37.0,<=7jt
31,Laki2,40.0,<=7jt
44,Laki2,40.0,>7jt
62,Laki2,5.0,<=7jt
30,Laki2,40.0,>7jt
65,Perempuan,40.0,<=7jt
77,Perempuan,32.0,<=7jt
44,Laki2,40.0,<=7jt
38,Perempuan,40.0,<=7jt
56,Perempuan,40.0,<=7jt
66,Laki2,40.0,<=7jt
49,Laki2,43.0,>7jt
51,Laki2,50.0,<=7jt
39,Perempuan,24.0,<=7jt
45,Laki2,40.0,<=7jt
23,Laki2,28.0,<=7jt
55,Perempuan,40.0,<=7jt
28,Laki2,40.0,<=7jt
56,Laki2,40.0,>7jt
18,Perempuan,40.0,<=7jt
47,Laki2,48.0,>7jt
68,Laki2,24.0,<=7jt
25,Perempuan,40.0,<=7jt
27,Laki2,45.0,>7jt
37,Laki2,47.0,<=7jt
24,Laki2,40.0,<=7jt
41,Laki2,55.0,>7jt
35,Laki2,35.0,<=7jt
32,Laki2,40.0,<=7jt
29,Laki2,40.0,<=7jt
37,Laki2,15.0,<=7jt
20,Perempuan,24.0,<=7jt
20,Laki2,40.0,<=7jt
47,Perempuan,40.0,<=7jt
45,Laki2,2.0,<=7jt
46,Laki2,40.0,>7jt
47,Laki2,55.0,>7jt
41,Laki2,40.0,<=7jt
27,Laki2,45.0,<=7jt
44,Laki2,60.0,>7jt
24,Perempuan,20.0,<=7jt
21,Laki2,25.0,<=7jt
34,Laki2,50.0,>7jt
51,Perempuan,40.0,<=7jt
17,Perempuan,18.0,<=7jt
37,Laki2,42.0,<=7jt
26,Perempuan,45.0,>7jt
67,Laki2,35.0,>7jt
25,Laki2,40.0,<=7jt
50,Perempuan,15.0,<=7jt
23,Perempuan,40.0,<=7jt
48,Laki2,56.0,<=7jt
19,Perempuan,25.0,<=7jt
44,Laki2,72.0,<=7jt
43,Laki2,48.0,>7jt
58,Laki2,40.0,<=7jt
31,Perempuan,65.0,<=7jt
59,Laki2,48.0,<=7jt
38,Perempuan,40.0,<=7jt
37,Laki2,48.0,<=7jt
28,Laki2,40.0,>7jt
49,Laki2,50.0,>7jt
35,Perempuan,40.0,<=7jt
28,Laki2,60.0,<=7jt
53,Laki2,50.0,>7jt
44,Laki2,40.0,>7jt
66,Laki2,40.0,<=7jt
28,Perempuan,60.0,>7jt
38,Laki2,40.0,<=7jt
30,Perempuan,16.0,<=7jt
50,Laki2,40.0,>7jt
18,Laki2,12.0,<=7jt
53,Perempuan,40.0,<=7jt
31,Laki2,40.0,<=7jt
64,Perempuan,40.0,<=7jt
39,Laki2,50.0,>7jt
41,Perempuan,40.0,<=7jt
56,Laki2,38.0,<=7jt
18,Perempuan,20.0,<=7jt
54,Laki2,40.0,<=7jt
39,Laki2,40.0,<=7jt
18,Laki2,20.0,<=7jt
51,Laki2,40.0,<=7jt
27,Laki2,40.0,<=7jt
50,Laki2,50.0,>7jt
52,Perempuan,35.0,>7jt
25,Laki2,40.0,<=7jt
38,Laki2,60.0,<=7jt
23,Laki2,22.0,<=7jt
22,Perempuan,38.0,<=7jt
52,Laki2,40.0,<=7jt
17,Laki2,20.0,<=7jt
32,Laki2,40.0,>7jt
30,Laki2,50.0,<=7jt
44,Laki2,40.0,>7jt
46,Perempuan,40.0,<=7jt
71,Laki2,20.0,<=7jt
59,Laki2,40.0,<=7jt
20,Perempuan,35.0,<=7jt
31,Laki2,40.0,<=7jt
39,Laki2,45.0,<=7jt
24,Perempuan,40.0,<=7jt
18,Laki2,12.0,<=7jt
40,Laki2,40.0,<=7jt
38,Laki2,50.0,<=7jt
44,Laki2,45.0,<=7jt
49,Perempuan,25.0,>7jt
38,Laki2,40.0,<=7jt
25,Laki2,40.0,<=7jt
36,Perempuan,70.0,<=7jt
24,Laki2,30.0,<=7jt
35,Laki2,40.0,<=7jt
33,Perempuan,30.0,>7jt
36,Laki2,70.0,<=7jt
24,Laki2,50.0,<=7jt
20,Laki2,40.0,<=7jt
26,Laki2,20.0,<=7jt
28,Laki2,80.0,<=7jt
39,Laki2,40.0,>7jt
53,Laki2,48.0,<=7jt
20,Perempuan,15.0,<=7jt
21,Perempuan,29.0,<=7jt
26,Perempuan,38.0,<=7jt
22,Perempuan,40.0,<=7jt
26,Perempuan,37.0,<=7jt
43,Perempuan,40.0,<=7jt
65,Perempuan,40.0,<=7jt
51,Laki2,56.0,>7jt
40,Laki2,50.0,>7jt
27,Laki2,40.0,<=7jt
59,Laki2,40.0,>7jt
72,Laki2,20.0,<=7jt
56,Laki2,40.0,<=7jt
41,Perempuan,40.0,<=7jt
35,Perempuan,30.0,<=7jt
67,Laki2,24.0,<=7jt
63,Laki2,16.0,<=7jt
60,Perempuan,40.0,<=7jt
18,Laki2,30.0,<=7jt
54,Laki2,40.0,>7jt
36,Laki2,40.0,<=7jt
60,Laki2,40.0,<=7jt
19,Perempuan,40.0,<=7jt
25,Perempuan,40.0,<=7jt
49,Laki2,80.0,>7jt
31,Laki2,43.0,<=7jt
40,Laki2,40.0,<=7jt
22,Laki2,35.0,<=7jt
54,Laki2,60.0,>7jt
40,Laki2,45.0,<=7jt
48,Perempuan,40.0,<=7jt
31,Laki2,40.0,<=7jt
51,Perempuan,35.0,<=7jt
19,Laki2,15.0,<=7jt
29,Laki2,1.0,<=7jt
25,Laki2,40.0,<=7jt
41,Laki2,40.0,<=7jt
33,Laki2,40.0,>7jt
23,Laki2,40.0,<=7jt
37,Laki2,40.0,>7jt
37,Laki2,40.0,<=7jt
59,Laki2,32.0,<=7jt
56,Laki2,40.0,>7jt
36,Laki2,40.0,>7jt
21,Laki2,40.0,<=7jt
58,Laki2,53.0,>7jt
24,Perempuan,35.0,<=7jt
23,Perempuan,40.0,<=7jt
17,Laki2,20.0,<=7jt
19,Perempuan,30.0,<=7jt
31,Perempuan,20.0,<=7jt
59,Laki2,40.0,<=7jt
50,Laki2,35.0,>7jt
46,Perempuan,40.0,<=7jt
64,Laki2,20.0,<=7jt
46,Perempuan,45.0,<=7jt
40,Perempuan,35.0,<=7jt
28,Perempuan,40.0,<=7jt
61,Laki2,60.0,>7jt
62,Perempuan,40.0,<=7jt
56,Laki2,40.0,<=7jt
43,Laki2,40.0,<=7jt
30,Laki2,40.0,<=7jt
37,Laki2,40.0,<=7jt
37,Perempuan,55.0,<=7jt
73,Perempuan,15.0,<=7jt
46,Perempuan,36.0,<=7jt
29,Laki2,40.0,<=7jt
45,Laki2,20.0,<=7jt
29,Laki2,40.0,>7jt
59,Laki2,40.0,>7jt
42,Perempuan,50.0,<=7jt
47,Perempuan,35.0,>7jt
36,Laki2,40.0,>7jt
52,Perempuan,40.0,<=7jt
35,Perempuan,40.0,<=7jt
53,Laki2,39.0,>7jt
19,Perempuan,40.0,<=7jt
27,Laki2,40.0,<=7jt
46,Laki2,40.0,>7jt
61,Laki2,40.0,<=7jt
29,Perempuan,35.0,<=7jt
40,Perempuan,40.0,<=7jt
41,Laki2,60.0,>7jt
83,Laki2,55.0,<=7jt
29,Perempuan,40.0,<=7jt
33,Perempuan,30.0,<=7jt
33,Perempuan,20.0,<=7jt
43,Laki2,40.0,<=7jt
29,Laki2,35.0,<=7jt
53,Laki2,40.0,<=7jt
26,Laki2,60.0,<=7jt
31,Perempuan,30.0,<=7jt
53,Laki2,40.0,<=7jt
42,Laki2,40.0,<=7jt
28,Laki2,50.0,>7jt
37,Laki2,50.0,>7jt
54,Perempuan,40.0,>7jt
20,Perempuan,35.0,<=7jt
31,Perempuan,40.0,>7jt
54,Laki2,40.0,<=7jt
50,Perempuan,50.0,<=7jt
29,Laki2,38.0,<=7jt
52,Perempuan,40.0,>7jt
34,Laki2,50.0,<=7jt
65,Laki2,20.0,<=7jt
54,Laki2,30.0,<=7jt
35,Laki2,40.0,<=7jt
40,Laki2,40.0,>7jt
61,Laki2,50.0,>7jt
31,Laki2,60.0,<=7jt
32,Perempuan,40.0,<=7jt
20,Laki2,40.0,<=7jt
52,Laki2,56.0,>7jt
52,Laki2,35.0,>7jt
21,Perempuan,35.0,<=7jt
64,Laki2,35.0,>7jt
25,Laki2,40.0,<=7jt
27,Perempuan,20.0,<=7jt
54,Laki2,40.0,<=7jt
17,Perempuan,25.0,<=7jt
30,Laki2,45.0,<=7jt
33,Laki2,45.0,>7jt
29,Perempuan,42.0,<=7jt
38,Laki2,42.0,>7jt
33,Laki2,40.0,<=7jt
41,Laki2,40.0,<=7jt
34,Perempuan,35.0,<=7jt
57,Laki2,40.0,>7jt
50,Perempuan,35.0,>7jt
26,Laki2,40.0,<=7jt
19,Perempuan,40.0,<=7jt
31,Perempuan,20.0,>7jt
25,Laki2,40.0,<=7jt
33,Laki2,40.0,>7jt
21,Perempuan,35.0,<=7jt
41,Perempuan,40.0,>7jt
32,Perempuan,42.0,<=7jt
30,Laki2,40.0,<=7jt
28,Laki2,50.0,<=7jt
34,Laki2,40.0,<=7jt
44,Laki2,40.0,>7jt
35,Perempuan,40.0,>7jt
18,Laki2,12.0,<=7jt
29,Perempuan,4.0,<=7jt
42,Perempuan,35.0,<=7jt
40,Laki2,40.0,<=7jt
17,Perempuan,30.0,<=7jt
29,Perempuan,35.0,<=7jt
44,Laki2,35.0,>7jt
30,Perempuan,40.0,>7jt
20,Laki2,40.0,<=7jt
26,Laki2,45.0,<=7jt
34,Laki2,50.0,>7jt
49,Perempuan,40.0,>7jt
24,Perempuan,30.0,<=7jt
21,Perempuan,25.0,<=7jt
50,Laki2,55.0,>7jt
28,Perempuan,40.0,<=7jt
17,Laki2,20.0,<=7jt
21,Perempuan,35.0,<=7jt
43,Laki2,17.0,<=7jt
39,Laki2,40.0,>7jt
24,Laki2,40.0,<=7jt
42,Perempuan,45.0,>7jt
51,Laki2,50.0,<=7jt
18,Perempuan,20.0,<=7jt
45,Perempuan,35.0,<=7jt
36,Perempuan,40.0,<=7jt
44,Laki2,32.0,<=7jt
49,Perempuan,40.0,>7jt
62,Perempuan,40.0,<=7jt
55,Laki2,50.0,<=7jt
35,Laki2,40.0,>7jt
33,Laki2,40.0,<=7jt
23,Perempuan,35.0,<=7jt
25,Perempuan,20.0,<=7jt
27,Perempuan,55.0,<=7jt
46,Laki2,40.0,>7jt
55,Perempuan,37.0,<=7jt
46,Laki2,90.0,<=7jt
18,Laki2,40.0,<=7jt
60,Laki2,40.0,>7jt
41,Perempuan,40.0,<=7jt
34,Laki2,40.0,<=7jt
48,Perempuan,50.0,>7jt
19,Perempuan,12.0,<=7jt
26,Perempuan,40.0,<=7jt
22,Laki2,40.0,<=7jt
19,Laki2,30.0,<=7jt
21,Laki2,25.0,<=7jt
38,Laki2,40.0,<=7jt
29,Laki2,40.0,<=7jt
31,Laki2,97.0,>7jt
41,Perempuan,60.0,<=7jt
35,Laki2,40.0,>7jt
59,Laki2,20.0,<=7jt
47,Perempuan,35.0,<=7jt
43,Laki2,40.0,<=7jt
40,Laki2,70.0,>7jt
56,Laki2,40.0,<=7jt
47,Laki2,40.0,>7jt
62,Laki2,50.0,>7jt
38,Laki2,60.0,<=7jt
32,Laki2,60.0,<=7jt
54,Perempuan,55.0,>7jt
44,Perempuan,40.0,<=7jt
68,Perempuan,7.0,<=7jt
64,Perempuan,40.0,<=7jt
55,Laki2,40.0,>7jt
34,Perempuan,32.0,>7jt
38,Laki2,45.0,>7jt
61,Laki2,40.0,<=7jt
45,Laki2,45.0,<=7jt
20,Perempuan,40.0,<=7jt
35,Laki2,40.0,>7jt
90,Laki2,40.0,<=7jt
38,Laki2,50.0,>7jt
47,Laki2,60.0,>7jt
