Umur,Kelas Pekerja,Pekerjaan,Jam per Minggu,Gaji
55,Wiraswasta,Tech-support,38.0,<=7jt
59,?,?,45.0,<=7jt
53,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,50.0,>7jt
23,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
43,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
49,Pemerintah Negara,Pemuka Agama,40.0,>7jt
29,Wiraswasta,Penjaga,35.0,<=7jt
33,Wiraswasta,Pembersih,40.0,<=7jt
24,?,?,41.0,<=7jt
33,Wiraswasta,Supir,40.0,<=7jt
60,Pekerja Bebas Perusahaan,Ekesekutif Managerial,40.0,<=7jt
45,Wiraswasta,Perbaikan Kerajinan,45.0,>7jt
64,Pekerja Bebas Bukan Perusahan,Sales,35.0,<=7jt
62,?,?,40.0,<=7jt
28,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
43,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
29,Wiraswasta,Tech-support,40.0,<=7jt
31,Wiraswasta,Servis Lainnya,40.0,<=7jt
35,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
29,Wiraswasta,Sales,40.0,<=7jt
42,Wiraswasta,Sales,50.0,>7jt
41,Wiraswasta,Pemuka Agama,40.0,<=7jt
52,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
53,Pekerja Bebas Bukan Perusahan,Mesin Inspeksi,30.0,<=7jt
38,Pemerintah Lokal,Spesialis,45.0,>7jt
49,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,32.0,<=7jt
38,Wiraswasta,Sales,40.0,<=7jt
19,Wiraswasta,Servis Lainnya,10.0,<=7jt
33,Pekerja Bebas Perusahaan,Sales,45.0,<=7jt
41,Wiraswasta,Petani,40.0,<=7jt
34,Pemerintah Lokal,Pemuka Agama,33.0,<=7jt
55,Wiraswasta,Spesialis,56.0,>7jt
51,Wiraswasta,Supir,40.0,<=7jt
42,Wiraswasta,Ekesekutif Managerial,25.0,<=7jt
42,Wiraswasta,Spesialis,40.0,>7jt
44,Wiraswasta,Ekesekutif Managerial,60.0,<=7jt
58,Wiraswasta,Supir,40.0,>7jt
41,Pekerja Bebas Perusahaan,Ekesekutif Managerial,50.0,<=7jt
58,Wiraswasta,Supir,50.0,>7jt
64,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
24,Wiraswasta,Perbaikan Kerajinan,45.0,>7jt
59,Wiraswasta,Supir,35.0,>7jt
59,Pekerja Bebas Bukan Perusahan,Servis Lainnya,24.0,<=7jt
72,Pemerintah Provinsi,Pemuka Agama,8.0,<=7jt
36,Pemerintah Lokal,Spesialis,40.0,>7jt
27,Wiraswasta,Pemuka Agama,40.0,<=7jt
39,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
21,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
29,Wiraswasta,Tech-support,40.0,<=7jt
37,Wiraswasta,Servis Lainnya,25.0,<=7jt
37,Wiraswasta,Pembersih,40.0,<=7jt
30,Pemerintah Provinsi,Pemuka Agama,30.0,<=7jt
45,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
51,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,70.0,<=7jt
25,Pemerintah Lokal,Petani,40.0,<=7jt
54,Pemerintah Lokal,Pemuka Agama,40.0,<=7jt
36,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
30,Pemerintah Lokal,Ekesekutif Managerial,40.0,<=7jt
18,Wiraswasta,Servis Lainnya,20.0,<=7jt
33,Wiraswasta,Sales,40.0,<=7jt
44,Wiraswasta,Supir,50.0,<=7jt
37,Wiraswasta,Pembersih,40.0,>7jt
19,Wiraswasta,Servis Lainnya,30.0,<=7jt
33,Wiraswasta,Pemuka Agama,20.0,>7jt
21,Wiraswasta,Pembersih,40.0,<=7jt
25,Pekerja Bebas Bukan Perusahan,Petani,40.0,<=7jt
46,Wiraswasta,Supir,48.0,<=7jt
21,Wiraswasta,Penjaga,15.0,<=7jt
48,Pemerintah Provinsi,Spesialis,40.0,>7jt
33,Wiraswasta,Servis Lainnya,14.0,<=7jt
67,Pemerintah Lokal,Servis Lainnya,15.0,<=7jt
24,?,?,25.0,<=7jt
17,Wiraswasta,Servis Lainnya,18.0,<=7jt
57,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
34,Pekerja Bebas Bukan Perusahan,Petani,35.0,<=7jt
17,Wiraswasta,Sales,15.0,<=7jt
36,Wiraswasta,Ekesekutif Managerial,45.0,<=7jt
22,Wiraswasta,Spesialis,40.0,<=7jt
18,Wiraswasta,Servis Lainnya,16.0,<=7jt
44,Pemerintah Lokal,Spesialis,40.0,>7jt
17,Wiraswasta,Servis Lainnya,16.0,<=7jt
49,Pekerja Bebas Perusahaan,Ekesekutif Managerial,32.0,<=7jt
34,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
29,Wiraswasta,Spesialis,40.0,<=7jt
32,Pemerintah Lokal,Pemuka Agama,40.0,<=7jt
25,Wiraswasta,Sales,35.0,<=7jt
41,Wiraswasta,Pembersih,40.0,<=7jt
43,Pemerintah Provinsi,Spesialis,24.0,>7jt
36,Wiraswasta,Supir,40.0,>7jt
31,Wiraswasta,Pemuka Agama,40.0,<=7jt
35,Wiraswasta,Spesialis,80.0,>7jt
24,Wiraswasta,Penjaga,24.0,<=7jt
50,Wiraswasta,Sales,45.0,<=7jt
25,Wiraswasta,Pembersih,23.0,<=7jt
20,?,?,32.0,<=7jt
33,Wiraswasta,Supir,40.0,<=7jt
21,Wiraswasta,Pemuka Agama,40.0,<=7jt
26,Wiraswasta,Spesialis,40.0,<=7jt
62,Wiraswasta,Ekesekutif Managerial,98.0,>7jt
32,Wiraswasta,Perbaikan Kerajinan,60.0,<=7jt
75,?,?,13.0,<=7jt
55,Wiraswasta,Petani,40.0,<=7jt
29,?,?,40.0,<=7jt
43,Pemerintah Provinsi,Spesialis,40.0,<=7jt
66,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
23,Wiraswasta,Spesialis,40.0,<=7jt
28,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
21,Wiraswasta,Servis Lainnya,40.0,<=7jt
29,Wiraswasta,Servis Lainnya,40.0,<=7jt
23,Wiraswasta,Sales,35.0,<=7jt
21,?,?,60.0,<=7jt
39,Wiraswasta,Ekesekutif Managerial,60.0,<=7jt
42,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
33,Wiraswasta,Spesialis,40.0,<=7jt
37,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
35,Wiraswasta,Spesialis,35.0,>7jt
46,Wiraswasta,Pemuka Agama,40.0,<=7jt
44,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
32,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
19,?,?,40.0,<=7jt
48,Pemerintah Provinsi,Perbaikan Kerajinan,40.0,<=7jt
35,Pekerja Bebas Perusahaan,Sales,50.0,>7jt
28,Wiraswasta,Pemuka Agama,42.0,<=7jt
36,Wiraswasta,Sales,40.0,<=7jt
52,Pemerintah Negara,Spesialis,70.0,>7jt
53,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
23,Pemerintah Lokal,Spesialis,35.0,<=7jt
50,Wiraswasta,Sales,40.0,<=7jt
50,Pemerintah Lokal,Penjaga,40.0,>7jt
20,?,?,30.0,<=7jt
18,Wiraswasta,Servis Lainnya,20.0,<=7jt
18,Wiraswasta,Pemuka Agama,10.0,<=7jt
36,Pemerintah Lokal,Pemuka Agama,50.0,>7jt
34,Wiraswasta,Ekesekutif Managerial,44.0,<=7jt
36,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,52.0,<=7jt
46,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
29,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
45,Wiraswasta,Pemuka Agama,40.0,<=7jt
36,Wiraswasta,Supir,50.0,<=7jt
56,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
21,Wiraswasta,Servis Lainnya,48.0,<=7jt
64,?,?,8.0,<=7jt
49,Wiraswasta,Spesialis,50.0,>7jt
40,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
66,Pekerja Bebas Bukan Perusahan,Sales,40.0,>7jt
44,Wiraswasta,Mesin Inspeksi,40.0,>7jt
50,Pemerintah Provinsi,Ekesekutif Managerial,40.0,<=7jt
42,Wiraswasta,Mesin Inspeksi,46.0,<=7jt
58,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
44,Pemerintah Lokal,Spesialis,40.0,>7jt
36,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
24,Wiraswasta,Mesin Inspeksi,50.0,<=7jt
64,Pemerintah Lokal,Perbaikan Kerajinan,40.0,<=7jt
29,Wiraswasta,Tech-support,40.0,<=7jt
60,Wiraswasta,Pembersih,40.0,<=7jt
38,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
59,Pemerintah Lokal,Perbaikan Kerajinan,40.0,<=7jt
62,Wiraswasta,Sales,33.0,<=7jt
49,Wiraswasta,Sales,60.0,>7jt
19,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
39,Pemerintah Negara,Ekesekutif Managerial,40.0,<=7jt
49,?,?,40.0,<=7jt
62,?,?,40.0,<=7jt
27,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
40,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
44,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
20,Wiraswasta,Servis Lainnya,23.0,<=7jt
20,Pekerja Bebas Perusahaan,Pembersih,25.0,<=7jt
45,Wiraswasta,Spesialis,40.0,>7jt
36,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
18,Wiraswasta,Pembersih,20.0,<=7jt
21,Wiraswasta,Mesin Inspeksi,45.0,<=7jt
27,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
44,Pemerintah Lokal,Spesialis,40.0,<=7jt
20,?,?,35.0,<=7jt
32,Wiraswasta,Sales,40.0,<=7jt
19,Pekerja Bebas Bukan Perusahan,Sales,16.0,<=7jt
18,Wiraswasta,Servis Lainnya,20.0,<=7jt
36,Pemerintah Negara,Spesialis,40.0,<=7jt
43,Pemerintah Negara,Servis Lainnya,40.0,<=7jt
33,Wiraswasta,Sales,40.0,>7jt
19,?,?,40.0,<=7jt
60,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
33,Wiraswasta,Pembersih,20.0,<=7jt
20,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
27,Wiraswasta,Supir,40.0,<=7jt
37,Pemerintah Provinsi,Spesialis,40.0,<=7jt
38,Wiraswasta,Perbaikan Kerajinan,55.0,<=7jt
63,Wiraswasta,Servis Lainnya,40.0,<=7jt
62,Wiraswasta,Pemuka Agama,40.0,<=7jt
31,Wiraswasta,Sales,40.0,<=7jt
31,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
38,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
23,Wiraswasta,Ekesekutif Managerial,60.0,<=7jt
73,Pekerja Bebas Perusahaan,Sales,50.0,>7jt
32,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
20,Wiraswasta,Servis Lainnya,25.0,<=7jt
63,?,?,40.0,<=7jt
48,Wiraswasta,Supir,40.0,>7jt
63,Pemerintah Provinsi,Ekesekutif Managerial,40.0,>7jt
30,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
23,Wiraswasta,Pembersih,30.0,<=7jt
49,Wiraswasta,Petani,48.0,<=7jt
29,Pekerja Bebas Bukan Perusahan,Petani,40.0,<=7jt
58,Pemerintah Provinsi,Pemuka Agama,40.0,>7jt
35,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
63,Wiraswasta,Penjaga,37.0,>7jt
27,Wiraswasta,Pemuka Agama,45.0,<=7jt
39,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
23,Wiraswasta,Sales,40.0,<=7jt
25,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
72,?,?,40.0,<=7jt
46,Wiraswasta,Sales,30.0,<=7jt
23,Wiraswasta,Servis Lainnya,40.0,<=7jt
51,Pekerja Bebas Bukan Perusahan,Tech-support,38.0,>7jt
31,Pemerintah Lokal,Perbaikan Kerajinan,51.0,<=7jt
26,Wiraswasta,Sales,40.0,<=7jt
18,Wiraswasta,Pemuka Agama,40.0,<=7jt
30,Pekerja Bebas Perusahaan,Pemuka Agama,40.0,<=7jt
41,Pemerintah Lokal,Supir,40.0,>7jt
24,Wiraswasta,Pemuka Agama,40.0,<=7jt
36,?,?,40.0,<=7jt
37,Wiraswasta,Servis Lainnya,50.0,<=7jt
37,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
26,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
67,Pemerintah Lokal,Pemuka Agama,40.0,<=7jt
35,Pemerintah Provinsi,Spesialis,60.0,<=7jt
19,Wiraswasta,Supir,40.0,<=7jt
46,Tanpa di Bayar,Mesin Inspeksi,25.0,<=7jt
24,Wiraswasta,Pemuka Agama,40.0,<=7jt
25,Pemerintah Provinsi,Ekesekutif Managerial,9.0,<=7jt
28,?,?,30.0,<=7jt
23,Wiraswasta,Pemuka Agama,35.0,<=7jt
31,Wiraswasta,Petani,65.0,<=7jt
37,Pekerja Bebas Perusahaan,Sales,40.0,>7jt
50,Wiraswasta,Sales,40.0,>7jt
21,?,?,40.0,<=7jt
35,Pemerintah Lokal,Perbaikan Kerajinan,40.0,<=7jt
44,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
90,Pemerintah Lokal,Pemuka Agama,20.0,<=7jt
24,Pemerintah Lokal,Penjaga,40.0,<=7jt
49,Wiraswasta,Ekesekutif Managerial,46.0,>7jt
44,Wiraswasta,Spesialis,50.0,<=7jt
22,Wiraswasta,Pemuka Agama,10.0,<=7jt
19,Wiraswasta,Sales,20.0,<=7jt
51,Wiraswasta,Spesialis,40.0,<=7jt
18,Wiraswasta,Sales,42.0,<=7jt
29,Wiraswasta,Pemuka Agama,40.0,<=7jt
39,Wiraswasta,Pembersih,40.0,<=7jt
57,?,?,5.0,<=7jt
27,Wiraswasta,Ekesekutif Managerial,60.0,>7jt
25,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
51,Wiraswasta,Servis Lainnya,35.0,<=7jt
46,Wiraswasta,Spesialis,40.0,>7jt
39,Wiraswasta,Spesialis,45.0,>7jt
22,Wiraswasta,Pembersih,30.0,<=7jt
21,Wiraswasta,Perbaikan Kerajinan,35.0,<=7jt
41,Wiraswasta,Servis Lainnya,40.0,<=7jt
60,Wiraswasta,Pembersih,40.0,<=7jt
42,Wiraswasta,Supir,50.0,<=7jt
20,Wiraswasta,Petani,40.0,<=7jt
34,Wiraswasta,Servis Lainnya,20.0,<=7jt
39,Wiraswasta,Servis Lainnya,47.0,<=7jt
47,Wiraswasta,Spesialis,45.0,>7jt
36,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,40.0,>7jt
36,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
54,Pemerintah Negara,Servis Lainnya,40.0,<=7jt
23,Wiraswasta,Tech-support,50.0,<=7jt
41,Wiraswasta,Spesialis,45.0,<=7jt
30,Wiraswasta,Perbaikan Kerajinan,35.0,<=7jt
26,Pemerintah Lokal,Spesialis,40.0,<=7jt
60,Wiraswasta,Pemuka Agama,37.0,<=7jt
32,Wiraswasta,Spesialis,60.0,>7jt
40,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,60.0,<=7jt
75,Wiraswasta,Servis Lainnya,40.0,<=7jt
41,Pemerintah Lokal,Penjaga,40.0,<=7jt
48,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
55,Wiraswasta,Pemuka Agama,40.0,<=7jt
58,Wiraswasta,Pemuka Agama,37.0,<=7jt
36,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
30,Pemerintah Provinsi,Spesialis,40.0,<=7jt
33,Pemerintah Negara,Perbaikan Kerajinan,4.0,<=7jt
36,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
64,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,20.0,<=7jt
44,Wiraswasta,Sales,40.0,>7jt
43,Wiraswasta,Pemuka Agama,40.0,<=7jt
58,Pemerintah Provinsi,Spesialis,40.0,>7jt
36,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
34,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
34,Pemerintah Lokal,Servis Lainnya,40.0,<=7jt
18,Wiraswasta,Servis Lainnya,30.0,<=7jt
63,Wiraswasta,Perbaikan Kerajinan,20.0,<=7jt
52,Pemerintah Negara,Servis Lainnya,35.0,<=7jt
29,Wiraswasta,Petani,50.0,<=7jt
30,Wiraswasta,Mesin Inspeksi,40.0,>7jt
40,Wiraswasta,Supir,40.0,<=7jt
33,Wiraswasta,Pemuka Agama,40.0,<=7jt
46,Pekerja Bebas Bukan Perusahan,Petani,50.0,<=7jt
29,?,?,12.0,<=7jt
56,Wiraswasta,Ekesekutif Managerial,45.0,>7jt
42,Pemerintah Provinsi,Spesialis,40.0,<=7jt
25,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
29,Wiraswasta,Ekesekutif Managerial,42.0,>7jt
26,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
37,Wiraswasta,Perbaikan Kerajinan,60.0,>7jt
33,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
21,Wiraswasta,Servis Lainnya,35.0,<=7jt
24,Pekerja Bebas Bukan Perusahan,Sales,40.0,<=7jt
27,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
60,Wiraswasta,Tech-support,50.0,<=7jt
20,Wiraswasta,Servis Lainnya,20.0,<=7jt
46,Pekerja Bebas Perusahaan,Spesialis,60.0,>7jt
27,Pemerintah Lokal,Servis Lainnya,44.0,<=7jt
30,Pemerintah Lokal,Spesialis,45.0,>7jt
51,Wiraswasta,Spesialis,40.0,<=7jt
27,Wiraswasta,Spesialis,40.0,<=7jt
51,Pemerintah Negara,Spesialis,40.0,<=7jt
33,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,70.0,>7jt
37,Wiraswasta,Supir,40.0,<=7jt
25,Wiraswasta,Mesin Inspeksi,40.0,<=7jt
45,Pemerintah Provinsi,Pemuka Agama,48.0,<=7jt
36,Wiraswasta,Pemuka Agama,40.0,>7jt
41,Wiraswasta,Mesin Inspeksi,48.0,<=7jt
23,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
49,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
65,?,?,40.0,<=7jt
36,Wiraswasta,Perbaikan Kerajinan,60.0,<=7jt
48,Wiraswasta,Servis Lainnya,40.0,<=7jt
31,Wiraswasta,Sales,40.0,<=7jt
35,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
60,Wiraswasta,Petani,40.0,<=7jt
27,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,50.0,>7jt
43,Wiraswasta,Tech-support,40.0,<=7jt
45,Wiraswasta,Pembersih,37.0,<=7jt
58,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,70.0,>7jt
19,Wiraswasta,Sales,40.0,<=7jt
30,?,?,40.0,<=7jt
47,Pekerja Bebas Perusahaan,Ekesekutif Managerial,80.0,>7jt
25,Pekerja Bebas Perusahaan,Sales,40.0,<=7jt
68,?,?,50.0,>7jt
43,Pekerja Bebas Bukan Perusahan,Petani,50.0,<=7jt
29,Wiraswasta,Pembersih,40.0,<=7jt
27,Wiraswasta,Pemuka Agama,40.0,<=7jt
30,Wiraswasta,Ekesekutif Managerial,36.0,<=7jt
65,Pemerintah Provinsi,Pemuka Agama,48.0,>7jt
18,Wiraswasta,Sales,25.0,<=7jt
23,Wiraswasta,Spesialis,40.0,<=7jt
53,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,35.0,<=7jt
20,Wiraswasta,Pembersih,40.0,<=7jt
29,Pemerintah Provinsi,Pemuka Agama,40.0,<=7jt
35,Pekerja Bebas Bukan Perusahan,Ekesekutif Managerial,50.0,<=7jt
43,Wiraswasta,Tech-support,40.0,>7jt
40,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
34,Wiraswasta,Petani,50.0,<=7jt
66,Wiraswasta,Asisten Rumah Tangga,99.0,<=7jt
26,Pemerintah Lokal,Pemuka Agama,50.0,<=7jt
54,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,48.0,<=7jt
35,Wiraswasta,Tech-support,40.0,>7jt
17,Wiraswasta,Pemuka Agama,16.0,<=7jt
37,Pekerja Bebas Bukan Perusahan,Spesialis,40.0,>7jt
23,Wiraswasta,Sales,35.0,<=7jt
21,Wiraswasta,Servis Lainnya,40.0,<=7jt
30,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,50.0,>7jt
46,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,25.0,<=7jt
25,Wiraswasta,Servis Lainnya,40.0,<=7jt
25,?,?,40.0,<=7jt
20,Wiraswasta,Sales,40.0,<=7jt
60,Pekerja Bebas Bukan Perusahan,Sales,70.0,<=7jt
36,Pekerja Bebas Perusahaan,Penjaga,60.0,>7jt
47,Wiraswasta,Sales,20.0,<=7jt
58,Pemerintah Provinsi,Pemuka Agama,40.0,>7jt
18,?,?,40.0,<=7jt
51,Pemerintah Lokal,Spesialis,35.0,<=7jt
24,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
19,Wiraswasta,Servis Lainnya,40.0,<=7jt
29,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
29,Pekerja Bebas Bukan Perusahan,Petani,40.0,<=7jt
42,Wiraswasta,Spesialis,50.0,<=7jt
36,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
49,Pekerja Bebas Perusahaan,Ekesekutif Managerial,50.0,<=7jt
19,Wiraswasta,Perbaikan Kerajinan,32.0,<=7jt
35,Pemerintah Lokal,Perbaikan Kerajinan,40.0,>7jt
28,Wiraswasta,Sales,35.0,<=7jt
29,Pemerintah Lokal,Pemuka Agama,40.0,<=7jt
71,Pemerintah Lokal,Spesialis,6.0,<=7jt
34,?,?,40.0,<=7jt
20,?,?,40.0,<=7jt
33,Wiraswasta,Pemuka Agama,40.0,<=7jt
24,Wiraswasta,Supir,40.0,<=7jt
19,Wiraswasta,Pemuka Agama,20.0,<=7jt
34,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
27,Wiraswasta,Pemuka Agama,40.0,<=7jt
41,Wiraswasta,Pemuka Agama,40.0,>7jt
51,Wiraswasta,Pembersih,40.0,<=7jt
30,Wiraswasta,Pemuka Agama,38.0,<=7jt
38,Pekerja Bebas Perusahaan,Perbaikan Kerajinan,38.0,<=7jt
41,Wiraswasta,Servis Lainnya,40.0,<=7jt
45,Wiraswasta,Servis Lainnya,40.0,>7jt
18,Wiraswasta,Pembersih,40.0,<=7jt
41,Pemerintah Lokal,Penjaga,20.0,<=7jt
68,?,?,30.0,<=7jt
43,Pemerintah Negara,Pemuka Agama,40.0,<=7jt
31,Wiraswasta,Pembersih,40.0,<=7jt
38,Wiraswasta,Ekesekutif Managerial,40.0,>7jt
30,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
23,Wiraswasta,Ekesekutif Managerial,40.0,<=7jt
62,Wiraswasta,Pemuka Agama,40.0,<=7jt
22,Pemerintah Negara,Spesialis,15.0,<=7jt
22,Wiraswasta,Sales,40.0,<=7jt
25,Wiraswasta,Servis Lainnya,40.0,<=7jt
34,Pekerja Bebas Bukan Perusahan,Petani,12.0,<=7jt
41,Pekerja Bebas Bukan Perusahan,Petani,50.0,>7jt
48,Wiraswasta,Servis Lainnya,44.0,<=7jt
38,Pemerintah Provinsi,Pemuka Agama,55.0,>7jt
50,Wiraswasta,Perbaikan Kerajinan,45.0,<=7jt
39,Pemerintah Provinsi,Ekesekutif Managerial,50.0,>7jt
21,Wiraswasta,Pemuka Agama,40.0,<=7jt
64,Pemerintah Lokal,Ekesekutif Managerial,40.0,>7jt
37,Wiraswasta,Supir,70.0,<=7jt
72,?,?,30.0,>7jt
25,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
55,Wiraswasta,Servis Lainnya,35.0,<=7jt
38,Pemerintah Negara,Ekesekutif Managerial,40.0,<=7jt
36,Pekerja Bebas Bukan Perusahan,Servis Lainnya,50.0,<=7jt
33,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,<=7jt
42,Wiraswasta,Spesialis,40.0,>7jt
24,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
20,Wiraswasta,Servis Lainnya,8.0,<=7jt
47,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
50,Pekerja Bebas Bukan Perusahan,Petani,50.0,<=7jt
22,Wiraswasta,Perbaikan Kerajinan,30.0,<=7jt
34,Wiraswasta,Perbaikan Kerajinan,48.0,>7jt
20,Wiraswasta,Pemuka Agama,30.0,<=7jt
43,Pekerja Bebas Bukan Perusahan,Spesialis,20.0,<=7jt
38,Pekerja Bebas Bukan Perusahan,Mesin Inspeksi,45.0,>7jt
21,Wiraswasta,Sales,40.0,<=7jt
33,Wiraswasta,Spesialis,50.0,>7jt
30,Wiraswasta,Pemuka Agama,35.0,<=7jt
30,Wiraswasta,Servis Lainnya,40.0,<=7jt
33,Wiraswasta,Sales,60.0,<=7jt
49,Wiraswasta,Ekesekutif Managerial,50.0,<=7jt
19,Wiraswasta,Sales,40.0,<=7jt
34,Wiraswasta,Spesialis,40.0,<=7jt
45,Pekerja Bebas Perusahaan,Ekesekutif Managerial,60.0,<=7jt
45,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
34,Wiraswasta,Pemuka Agama,40.0,<=7jt
22,Pemerintah Provinsi,Tech-support,8.0,<=7jt
50,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
41,Wiraswasta,Spesialis,38.0,>7jt
24,Pemerintah Negara,Tech-support,50.0,<=7jt
30,Wiraswasta,Pembersih,40.0,<=7jt
64,Wiraswasta,Ekesekutif Managerial,5.0,<=7jt
33,Wiraswasta,Pemuka Agama,40.0,<=7jt
45,Pekerja Bebas Perusahaan,Ekesekutif Managerial,51.0,<=7jt
38,Wiraswasta,Ekesekutif Managerial,45.0,<=7jt
39,Wiraswasta,Sales,40.0,<=7jt
62,?,?,15.0,<=7jt
46,Wiraswasta,Ekesekutif Managerial,50.0,>7jt
24,Wiraswasta,Mesin Inspeksi,65.0,<=7jt
32,Wiraswasta,Supir,60.0,<=7jt
37,Pemerintah Lokal,Pemuka Agama,40.0,<=7jt
37,Wiraswasta,Pembersih,48.0,<=7jt
36,Wiraswasta,Sales,60.0,>7jt
37,Wiraswasta,Spesialis,48.0,>7jt
46,Wiraswasta,Perbaikan Kerajinan,40.0,<=7jt
55,Pekerja Bebas Bukan Perusahan,Sales,35.0,<=7jt
28,Wiraswasta,Sales,60.0,>7jt
33,?,?,80.0,<=7jt
28,Pekerja Bebas Bukan Perusahan,Spesialis,50.0,>7jt
24,Wiraswasta,Perbaikan Kerajinan,65.0,<=7jt
25,Wiraswasta,Sales,40.0,<=7jt
52,Wiraswasta,Servis Lainnya,50.0,<=7jt
50,Pekerja Bebas Bukan Perusahan,Spesialis,25.0,<=7jt
49,Pekerja Bebas Bukan Perusahan,Perbaikan Kerajinan,40.0,>7jt
42,Wiraswasta,Supir,60.0,>7jt
32,Wiraswasta,Petani,40.0,<=7jt
59,Pekerja Bebas Perusahaan,Sales,40.0,<=7jt
48,Wiraswasta,Perbaikan Kerajinan,40.0,>7jt
32,Wiraswasta,Supir,40.0,<=7jt
